title,text,subject,date,label,Sentiment
" Papa John’s Founder Retires, Figures Out Racism Is Bad For Business",centerpiece donald trump campaign presidency white supremacist ways many public feuds gets involve people color one favorite targets course players national football league dare exercise first amendment rights kneeling national anthem protest racist police brutality well one person figured racism bad business even get orange overlord elected founder pizza chain papa john sthis man never right side history number issues plus pizza sucks decided complain players protesting sales really dropped turns racism pay know corporations bottom line therefore papa john schnatter longer ceo hack pizza chainbreaking papa johns founder john schnatter step ceo announcement comes weeks criticized nfl protests ap business news apbusiness december 21 2017the thing people certainly allowed political opinions realize opinions often come dire consequences especially one business trying garner sales support people one would presume goal ceo one knows whether pressure shareholders public outcry boycotts even nfl anything stepping right know gone perhaps future ceo run company inclusive diverse fabric call america guiding symbol nation always statue liberty bigots like trump schnatter past rest us future survive present get therefeatured image via rob kimgetty images,News,"December 21, 2017",0,Negative
 WATCH: Paul Ryan Just Told Us He Doesn’t Care About Struggling Families Living In Blue States,republicans working overtime trying sell scam tax bill public something directly targets middleclass workingclass families financial relief nothing could truth getting hammered repeatedly speaking cnbc paul ryan going full throttle trying convince us paltry savings getting actually wait big moneybut go usual talking points smug look someone grew wealthy family muster talking know ryan claimed 2059 per year families living paychecktopaycheck see extremely significant decided amend say savings might nothing family earning 600000 per year true people living new york california falsethose two states trump loyal subjects insist stripping 2016 vote totals claim trump actually popular vote watch ryan completely dismiss struggling families living blue states belowif living paychecktopaycheck half people country got 2059more tax cut next year nothing pictwittercom8tktrmqra1 paul ryan speakerryan december 21 2017someone needs reach computer television wipe smugness face height arrogance insult imply struggling families either two statesfeatured image via mark wilsongetty images,News,"December 21, 2017",0,Negative
 Bad News For Trump — Mitch McConnell Says No To Repealing Obamacare In 2018,republicans seven years come viable replacement obamacare failed miserably taking victory lap gifting wealthy tax break wednesday donald trump looked cameras said essentially repealed obamacare come something much better obamacare repealed bill added well like things trump says true former reality show star could done order eradicate former president obama signature legislation would without offering alternativesenate majority leader mitch mcconnell told npr bipartisan year hope new year going pivot become cooperative obamacare repeal 2018 doa well obviously unable completely repeal replace 5248 senate kentucky republican said take look looks like 5149 senate think probably move issues npr reportsmcconnell hopes focus instead stabilizing insurance marketplaces keep premiums skyrocketing early months 2018 promise made moderate republican sen susan collins maine get support tax billon top mcconnell broke house speaker paul ryan rwis approach paring back spending programs like medicaid food stamps mcconnell told npr interested using senate budget rules allow republicans cut entitlements without consultation democrats think entitlement changes sustained almost always bipartisan mcconnell said house may different agenda democratic friends senate want join us tackle kind entitlement reform happy take look coming mitch mcconnell knows donald trump destroying gop matter sen mcconnell still recall saying number one priority making sure president obama oneterm president well hoping trump last full term funny worksphoto chip somodevillagetty images,News,"December 21, 2017",0,Positive
" WATCH: Lindsey Graham Trashes Media For Portraying Trump As ‘Kooky,’ Forgets His Own Words",media talking day trump republican party scam tax bill well sheer obsequiousness trump cabinet members congress tax scam passed media quite saying trump wants analysis discussion day long rather praising grand achievement trump believes gop increasingly sounded exactly like trump comes media coverage coverage tax scam different coverage trump general changedtoday lindsey graham went media portraying trump kook unfit office job telling truth though graham said know concerns american press endless endless attempt label guy kind kook fit president jake tapper notes never labeled trump way points something rather odd graham opinion take look short video clip belowlindsey graham today concerned media attempt label trump kook fit presidentlindsey graham 2016 think kook think crazy think unfit office pictwittercomhixs3dcio8 tomthunkit tomthunkitsmind december 17 2017there graham mouth parroted 2016 used exact words describe trump said media using today freudian slipfeatured image via video screen capture,News,"December 20, 2017",0,Positive
 Heiress To Disney Empire Knows GOP Scammed Us – SHREDS Them For Tax Bill,abigail disney heiress brass ovaries profit gop tax scam bill fcking poor people ms disney penned oped usa today rips gop new one always cognizant income wealth inequality words donald trump paul ryan bob corker mitch mcconnell abigail disney dammit since election ronald reagan gap rich poor grown dramatically trickle economics turned cause trickle writes nothing brought problem inequality sharper focus current proposals republicans overhaul tax system disney says proposal burdensome middle class decreasing responsibility wealthy contribute common good dropped truth bomb like truth bombsrepublicans insist plan cut taxes middle class truth meager savings offset losses elsewhere deductions longer allowed loss medicaid medicare coverage less funding education chopping block order provide tax cut wealthy people like even tax break private jet owners bill give tax cut also killing health insurance 13 million people disney wrote let pass 20 million children taxfree friends private jets get tax cut suffocating education system dying infrastructure national debt least 15 trillion bigger social mobility far reach people like disney continued able stay comfortably right strike fair thankyouverymuch given bill written think looking lot like nightmare pirates caribbean disney wrote made angry yet really hope made angry one votes tax bill voting life mind pay watchthis disney heiress taking stand gop tax bill even though going benefit pictwittercome5bmci83mu nowthis nowthisnews december 20 2017 democracy bunch people advocating selfinterest instead interests greater good democracy anarchy disney added need start voting acting citizens though common good matters personal wellbeing tax reform heistphoto ralph orlowskigetty images burda media,News,"December 20, 2017",0,Positive
 Tone Deaf Trump: Congrats Rep. Scalise On Losing Weight After You Almost Died,donald trump signed gop tax scam law course meant invited craven cruel gop sycophants perches capitol hill celebrate rose garden white house part bad enough celebrating tax cuts bunch rich hedge fund managers huge corporations expense everyday americans course trump beside glee represents first major legislative win since started squatting white house almost year ago thanks said glee true trumpian style gave freewheeling address curious subject came trump thanking goons hill somehow trump veered away tax cuts started talking congressional baseball shooting happened summerin shooting rep steve scalise also house majority whip shot almost lost life thanks tragic stunning act political violence scalise long recovery fact still physical therapy course vain looksobsessed trump decided would congratulate scalise survival miraculous recovery massive amount weight scalise lost practically dying make mistake scalise lucky alive according doctors arrived hospital scalise actually quote imminent risk death quote via twitterhow stunningly tone deaf one say something like never thought say republican reasonable accounts absolutely loathe feel sorry sorry got shot even sorrier stand listen orange buffoon talk like thati sure scalise much tougher man trump though equally sure also knows trump international embarrassment crazy man never allowed anywhere near white housefeatured image via alex wonggetty images,News,"December 20, 2017",0,Positive
 The Internet Brutally Mocks Disney’s New Trump Robot At Hall Of Presidents,new animatronic figure hall presidents walt disney world added every former leader republic depicted audioanimatronics show figure supposedly resembles jon voight donald trump added collection absolutely horrifying internet noticed toohere pictures donald trump animatronic hallofpresidents pictwittercoma45en9jwys wdw news today wdwnt december 19 2017trump robot hall presidents looks like 71yearold chucky doll pictwittercomylcbmhpnvg john cohen johncohen1 december 19 2017breaking 7 disney princesses storm trooper come forward alleging hall presidents trump made lewd comments brohibition ohnoshetwitnt december 19 2017trump animatronic figure disney hall presidents looks like carved playdoh left florida heat discovered dying albino squirrel settled atop head left decompose pictwittercom3vmzuteylx elizabeth elizabethmay december 19 2017in time w many heavy items thank disney laugh much well realdonaldtrump animatronic little hands check absurdly long tie check horrifying face checkmatewhen trump impeached move haunted mansion httpstcoxrovu32ev8 state resistance altstatedpt december 19 2017all presidents disney new hall presidents look like believe donald trump president either pictwittercomemp9ux1bm8 matt binder mattbinder december 18 2017disney unveiled trump figure hall presidents save production costs pulled animated hands retired figurine small world ride tim hanlon timfromda70s december 19 2017the best part donald trump disney hall presidents remove hall presidents put pirates caribbean ride jail pictwittercomxviykfqcet rex huppke rexhuppke december 19 2017comment today local news channel anchor orlando donald trump robot added disney hall presidents hope programmed former presidents roll eyes shake heads talking mark hertling markhertling december 19 2017npr disney world adds trump animatronic figure likeness lacking really wants look accurate donald man presidential looking fucking pokemon httpstcohfyjrkefj1 stephen harvestthis december 19 2017could put animatronic version white house real one disney world asking 76 billion people future planet httpstco65fhbqhuv4 disney trump jonvoight david schmid davidschmid1 december 19 2017we pretty sure disney trolling trumpimage via twitter,News,"December 19, 2017",0,Positive
 Mueller Spokesman Just F-cked Up Donald Trump’s Christmas,trump supporters socalled president favorite network lashing special counsel robert mueller fbi white house panicmode mueller obtained tens thousands transition team emails part russian probe ironically quite possibly emails brings trump downa lawyer trump transition team claiming emails illegally turned general services administration account owners never received notification request claiming privileged communications letter trump attorney requested congress act immediately protect future presidential transitions private records misappropriated government agencies particularly context sensitive investigations intersecting political motives mueller spokesman peter carr defended special counsel work statement issued past midnight sunday several hours claims unlawful conduct trump attorney made according politico obtained emails course ongoing criminal investigation secured either account owner consent appropriate criminal process saidthe words pop statement criminal investigation account owner consent criminal process campaign trail donald trump asked russians hack hillary clinton emails election trump team claiming mueller obtained transition teams emails illegally even though truth see pattern hereteam trump thought mueller fishing expedition turns actually reeling fish white house aware time emails mueller got gsa team trump could selectively leave requestedmerry christmas mr trumpphoto ann heisenfeltgetty images,News,"December 17, 2017",0,Positive
 SNL Hilariously Mocks Accused Child Molester Roy Moore For Losing AL Senate Race (VIDEO),right whole world looking shocking fact democrat doug jones beat republican roy moore special election replace attorney general jeff sessions united states senate course moore candidacy rocked allegations sexually harassing even molesting teenage girls banned mall hometown gadsden alabama soeven moore incendiary character alabama politics removed chief justice alabama supreme court twice made statements muslims allowed congress homosexuality illegal hell even said last time america great slavery therefore extraordinarily damaged candidate however despite alabama deep red state many voters agreeing moore extreme positions even insisting allegations sexual misconduct simply true shock doug jones pulled win senate seatwell one entity could resist going fact roy moore lost race saturday night live caricature results snl began weekend update host colin jost brutally mocking moore alleged proclivities fore teen girls congratulations alabama newest senator roy moore doug jones become first democrat win senate seat alabama 20 years said roy moore gross 20 years jost got dig trump moore loss humiliating failure remind everyone trump said jones win republicans another shot seat short period time never ends indeed sane people america anything say long time 2018 gop allowed control anything jost continued mocking trump went accused pedophile lost like well fun could removed office tonight tweet congratulations robert mueller great investigation fun time president catch flippityflop dietcoketime oh could reality trump congratulating mueller removing entire treasonous criminal administration stick weekend update rest snl hope bestwatch video belowfeatured image via scott olsongetty images,News,"December 17, 2017",0,Negative
 Republican Senator Gets Dragged For Going After Robert Mueller,senate majority whip john cornyn rtx thought would good idea attack special counsel robert mueller russia probe mueller noose tightens republicans losing sht attacking mueller fbi order protect probably corrupt president everformer attorney general eric holder tweeted friday speaking behalf vast majority american people republicans congress forewarned attempt remove bob mueller tolerated cornyn retweeted holder say httpstco7lhykiloyz senator johncornyn johncornyn december 16 2017bloomberg steven dennis tweeted saturday cornyn beef holder mueller cornyn responded say mueller needs clean house partisans mueller needs clean house partisans httpstcog8swgaktfh senator johncornyn johncornyn december 16 2017the washington post greg sargent asked cornyn accept findings mueller probe legitimate johncornyn makes sense wait see first cornyn respondedmakes sense wait see first httpstco9lcqpyujkn senator johncornyn johncornyn december 16 2017republicans trying discredit mueller twitter users took noticeif even think firing mueller make life mission make sure last term buddy mrs smh mrssmh2 december 16 2017carrollton tx ready willing help get cruz cornyn jules012 juleslorey1 december 16 2017garland tx bye bye tdk ejkmom1998 december 16 2017austin tx istandwithmueller cronyn fake representative represents interests anything profit vj tex92eye december 16 2017i stand mueller kenneth shipp shippkenneth december 16 2017he speaks bs cover russia pawn trump gulity would mueller fired cover ellen reeher morris ellenmorris1222 december 16 2017ericholder speaks 69 americans according recent polling vast majority book around saturday night massacre johncornyn firing mueller would x100 lori winters loriw66 december 16 2017country party pictwittercomnxex9rgbgu pittieboo pittieboo december 16 2017he speaks johncornyn speaks vast majority american citizens remember vote see 2018 andrew silver standsagreenoak december 16 2017i might move texas get cronies tossed office blue wave coming corrupt ollie marciebp december 16 2017good try john history kind youphoto ann heisenfeltgetty images,News,"December 16, 2017",0,Positive
